,ID,Reason for absence,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Work load Average/day ,Hit target,Disciplinary failure,Education,Son,Social drinker,Social smoker,Pet,Weight,Height,Body mass index,Absenteeism_time_in_hours
0,0.12465321256572631,0.4051229408386105,0.2545003089883579,0.10907156099501053,0.0,0.27631462118736,0.2877632673059852,0.18697981884858947,0.08444249883484684,0.08484485704646945,0.36739894229898284,0.0,0.0,0.21814312199002106,0.4362862439800421,0.0,0.054535780497505265,0.2852640826023352,0.1189871574491023,0.2525867728305507,4.0
1,0.39472473829070165,0.0,0.2302560973362426,0.09868118457267541,0.0,0.0,0.06718718949628966,0.23965430539078314,0.2928602896995528,0.0767623652019422,0.3323997796132224,0.39472473829070165,0.0,0.09868118457267541,0.39472473829070165,0.0,0.0,0.31881613477325904,0.17942033558668277,0.24929983470991682,0.0
2,0.02466965288543765,0.3546262602281662,0.25183603987217595,0.21585946274757944,0.0,0.0975364979822396,0.4225334164420703,0.262115061907775,0.15319058646602413,0.08395664778183505,0.36355277936434427,0.0,0.0,0.0,0.4317189254951589,0.0,0.0,0.2739754719488508,0.09157674177170029,0.2726645845232582,2.0
3,0.07777707691121453,0.11342490382885455,0.2646581089339939,0.34027471148656363,0.0,0.27053940024363826,0.0,0.21064624996787273,0.17562565754145218,0.08823124619357868,0.3820628339498258,0.0,0.0,0.2268498076577091,0.4536996153154182,0.4536996153154182,0.0,0.1046999112266349,0.06874236595688148,0.11939463560932054,4.0
4,0.12110343836081319,0.34817238528733796,0.24725285331999358,0.31789652569713467,0.0,0.2684459550331359,0.2795685757903879,0.1816551575412198,0.0820378130831315,0.0824287132603292,0.3569364499055547,0.0,0.0,0.2119310171314231,0.4238620342628462,0.0,0.052982754282855773,0.27714056086416866,0.11559873661713978,0.24539380931006888,2.0
5,0.10193146109333702,0.31145724222964094,0.2312334071098849,0.39640012647408845,0.0,0.35676011382667955,0.39640012647408845,0.02831429474814917,0.012787100854002842,0.07708817898332582,0.333810632820285,0.0,0.0,0.09910003161852211,0.39640012647408845,0.0,0.19820006323704423,0.18295390452650231,0.10810912540202403,0.1669053164101425,
6,0.21196543575783172,0.32073717252829803,0.2277698761432841,0.39046264481705845,0.0,0.20535442801489742,0.3738472131227155,0.13945094457752089,0.11336012268882337,0.07593351323496042,0.3288106482669966,0.0,0.0,0.39046264481705845,0.39046264481705845,0.0,0.0,0.0675800731414139,0.05916100679046335,0.08220266206674914,8.0
7,0.16770211155033735,0.30637885764003936,0.26337831621687596,0.0,0.0,0.06187300126999625,0.06724552754473428,0.2096276394379217,0.10195289660008099,0.08780459119042915,0.3802153136363924,0.0,0.0,0.22575284247160798,0.45150568494321597,0.0,0.0,0.338629263707412,0.45150568494321597,0.1425807426136471,4.0
8,0.0,0.4211304846674145,0.3126574810409592,0.0,0.0,0.23225984305899827,0.06842352168677529,0.24884983184892676,0.1728981461977655,0.10423319087067556,0.45135516060048253,0.0,0.3573228354753821,0.13399606330326824,0.0,0.0,0.06699803165163412,0.32983646351573725,0.14617752360356523,0.2820969753753015,40.0
9,0.24559946386197673,0.016157859464603734,0.26391170458852764,0.0,0.0,0.23793944159727573,0.43316814734895115,0.16157859464603735,0.13134776080903673,0.08798241125014902,0.3809853179022354,0.0,0.0,0.4524200650089045,0.4524200650089045,0.0,0.0,0.07830347279000263,0.06854849469831881,0.09524632947555885,8.0
